content,created_at,author,reference,embeds,mentions,id,attachments
"Any possibility of having a keyboard shortcut mapped for ""fit to content""?",2022-04-03 14:08:23.352000+00:00,Sams_Here,,[],[],960178960107438080,[]
<@!779015270311395370>你好，我的很多卡片中有大量的数学式，对于这些数学式我需要将其进行编号引用，目前我只能手动做这项工作，比较的消耗时间和精力，能否在卡片编辑时增加一个公式自动编号的功能呢？（这个功能在Typora中就有，使用其进行编辑时确实方便）,2022-04-03 10:36:10.408000+00:00,Jeamee,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],960125554269503538,[]
,2022-04-03 09:53:32.624000+00:00,တရားလေ့လာသူ,,[],[],960114826145857557,[<Attachment id=960114825445392404 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/960114825445392404/unknown.png'>]
"Feature Request:  New Feature - Workspace |    Description: Workspace can be understood as Domain/Realm.   For a simple example,  a student has many subjects where he/she can create each subject as new work space.   Under each new workspace,  he can have its own/related hash tags and whiteboards.     Having so, he no longer has to sort/see through whiteboards to determine which whiteboards are for Chemistry, and which whiteboards are for Physics, ..etc.",2022-04-03 09:52:40.932000+00:00,တရားလေ့လာသူ,,[],[],960114609333878845,[]
----------------------------,2022-04-03 09:45:17.170000+00:00,တရားလေ့လာသူ,,[],[],960112748061134869,[]
"Are you referring to something like Portal in RemNote or SyncBlock in Notion?  For example, you like to sync a text block X from Card 1,  and Y from Card 2   into Card 3.    In other words, Card 3 will contain two blocks (synced variants of X and Y) from Card 1 and Card 2.   Changing text blocks in Card 3 will take effect in Card 1 and Card 2.",2022-04-03 09:44:14.459000+00:00,တရားလေ့လာသူ,<MessageReference message_id=960106117571162112 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710480397720354837 name='Kara' discriminator='6245' bot=False>],960112485032153118,[]
I mean that it would come in handy if we could for example link a block in card X to block 7 in card Z,2022-04-03 09:30:02.240000+00:00,Kara,,[],[],960108910566588426,[]
Do you mean link to block or embed the block?,2022-04-03 09:19:36.261000+00:00,Alan Chan,,[],[],960106285020352602,[]
I have in one card let’s say two blocks that have similar ideas to some blocks in 3 different cards. Instead of connecting the cards together and trying to figure out the block it would come in handy to link the blocks.,2022-04-03 09:18:56.338000+00:00,Kara,,[],[],960106117571162112,[]
When do you need block referencing? What's the content of those blocks?,2022-04-03 09:12:56.581000+00:00,Alan Chan,<MessageReference message_id=960100020982530088 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710480397720354837 name='Kara' discriminator='6245' bot=False>],960104608640954389,[]
The more I work on Hepta the more I realized how much I need block referencing.,2022-04-03 08:54:42.798000+00:00,Kara,<MessageReference message_id=950343314970931250 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=274178439328563200 name='Vincer' discriminator='4547' bot=False>],960100020982530088,[]
感謝反饋，我已經加入功能請求清單,2022-04-03 01:18:02.760000+00:00,Alan Chan,<MessageReference message_id=959984808904237076 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=948381122327371856 name='元月' discriminator='2574' bot=False>],959985096893562971,[]
<@!779015270311395370> 你好，每次打开hepta时，可否还原上次关闭时的窗口状态，例如窗口大小。,2022-04-03 01:16:54.098000+00:00,元月,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],959984808904237076,[]
Feature Request: Markdown table support,2022-04-02 23:18:10.582000+00:00,တရားလေ့လာသူ,,[],[],959954930712600677,[<Attachment id=959954930121207888 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/959954930121207888/unknown.png'>]
"Here's a list of 'alternative' Windows apps. I haven't tried any of these, so I would be interested in any feedback. https://alternativeto.net/software/keyboard-maestro/?platform=windows
Looks like AutoHotKey is the definitive favorite.",2022-04-02 20:54:27.338000+00:00,Sams_Here,<MessageReference message_id=959863895827292160 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=621537741519192066 name='root' discriminator='6666' bot=False>],959918762205790278,[]
https://wiki.keyboardmaestro.com/manual/Screenshots,2022-04-02 20:50:54.547000+00:00,တရားလေ့လာသူ,,[],[],959917869695655956,[]
This is pretty cool app. Thanks for sharing,2022-04-02 20:50:53.788000+00:00,တရားလေ့လာသူ,<MessageReference message_id=959863895827292160 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=621537741519192066 name='root' discriminator='6666' bot=False>],959917866512166932,[]
"If you use Keyboard Maestro, here is a macro:",2022-04-02 17:16:26.174000+00:00,root,<MessageReference message_id=959622704242229368 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],959863895827292160,[<Attachment id=959863895084896276 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/959863895084896276/unknown.png'>]
Feature request: <Whiteboard> Replace card with another.    I have a card which has links to multiple cards (one to many relationship). It's more convenient if I can just replace this card with another card rather than deleting it and re-drawing all connections.   Thank you.,2022-04-02 13:33:11.918000+00:00,တရားလေ့လာသူ,,[],[],959807716245774387,[]
Will do in the future,2022-04-02 06:05:21.179000+00:00,Alan Chan,<MessageReference message_id=959622704242229368 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],959695012197728266,[]
,2022-04-02 06:00:35.792000+00:00,တရားလေ့လာသူ,,[],[],959693815197859850,[<Attachment id=959693814535172166 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/959693814535172166/unknown.png'>]
,2022-04-02 06:00:26.950000+00:00,တရားလေ့လာသူ,,[],[],959693778111836161,[<Attachment id=959693776572530708 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/959693776572530708/unknown.png'>]
Feature Request:  Arrange cards/whiteboard into Org chart and Tree Chart styles.,2022-04-02 06:00:25.050000+00:00,တရားလေ့လာသူ,,[],[],959693770142662656,[]
"Feature Request: When the app is put into background,  the app triggers cloud sync.",2022-04-02 01:18:01.619000+00:00,တရားလေ့လာသူ,,[],[],959622704242229368,[]
+1,2022-04-01 15:13:59.014000+00:00,seabirdr,<MessageReference message_id=959466934640971785 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],959470691739107389,[<Attachment id=959470690585690142 filename='20220401_231117.mp4' url='https://cdn.discordapp.com/attachments/856016076311101470/959470690585690142/20220401_231117.mp4'>]
Heptabase keyboard shortcuts: https://pse.is/3vbcpe,2022-04-01 14:59:03.379000+00:00,Carl-bot,,[<discord.embeds.Embed object at 0x15fc09ee0>],[],959466935173660692,[]
Feature Request:  Press 5 or shortcut key assigned to view the whiteboard in lowest zoom out view to see entire whiteboard,2022-04-01 14:59:03.252000+00:00,တရားလေ့လာသူ,,[],[],959466934640971785,[]
Is there a plan to paste local videos?,2022-04-01 13:43:37.813000+00:00,Kara,,[],[],959447953574084608,[]
"That’s what I face, too.  We need so called ‘Hide selected cards/ Show all cards’ features.",2022-04-01 13:29:37.964000+00:00,တရားလေ့လာသူ,<MessageReference message_id=959439467398197250 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=341220785962352640 name='Charles Windlin (KTH)' discriminator='7665' bot=False>],959444430992048148,[]
"As my whiteboards become denser everyday, I found myself reordering cards so that I see all connections or clusters. Instead of manually I wonder if a feature that allows me to focus on a set of cards by greying out the ones that are not needed and only show the ones that are selected and connected to that selected card.",2022-04-01 13:09:54.551000+00:00,Charles Windlin (KTH),,[],[],959439467398197250,[]
"🧛‍♀️
Can I have both? I think the two options have their own application scenarios. They are not mutually exclusive.

#1 to create links for selected cards.
#2 to observe the inline links of all cards in the whiteboard.",2022-04-01 10:30:30.432000+00:00,seabirdr,,[],[],959399352575615066,[]
"#2  if it is automatic, that is what I am looking for. It can be named as auto-board",2022-04-01 10:19:06.982000+00:00,တရားလေ့လာသူ,,[],[],959396485978521700,[]
"hi Ethan, can you help draw  how it looks ? like <@!443738270937907210> did",2022-04-01 10:06:12.155000+00:00,တရားလေ့လာသူ,<MessageReference message_id=959389382324916244 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=443738270937907210 name='seabirdr' discriminator='7010' bot=False>, <User id=812311644457795635 name='EthanW' discriminator='1584' bot=False>]",959393236118564894,[]
"which on suits better for you workflow? Let's say there're 2 options:

1. select multiple cards and one click to draw connection based on hyperlinks

2. another viewing mode in whiteboard which shows another kind of system-generated lines (not the connection we currently have) which represented the inline mention",2022-04-01 09:50:53.339000+00:00,EthanW,<MessageReference message_id=958841452467744788 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],959389382324916244,[]
"Feature Request:  When I click 'add tag' button in timeline,  I like to be prompted for last typed hash tag in tag bar prompt for saving time [Completed]",2022-04-01 01:21:49.380000+00:00,တရားလေ့လာသူ,,[],[],959261271675506698,[]
Absolutely good idea. I am having same issue when trying to make connection arrow between two cards that are far from each other,2022-03-31 22:28:42.800000+00:00,တရားလေ့လာသူ,<MessageReference message_id=959168865001173024 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],959217707201478667,[]
"<@!861239313664704513> <@!235771461107843073> <@!710847265581039616> Thanks for the feedback, we'll put these on our internal feature request kanban",2022-03-31 21:16:36.892000+00:00,Alan Chan,,[],"[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>, <User id=235771461107843073 name='Phiapsi' discriminator='5029' bot=False>, <User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>]",959199563028258876,[]
"FR: Have the Whiteboard (background) _move_ with a card as the card is being dragged_out of view_.  So maybe ""keep focus on card being dragged""?",2022-03-31 19:14:37.912000+00:00,Sams_Here,,[],[],959168865001173024,[]
Is there the plan to have custom colours for the arrows?,2022-03-31 14:56:50.440000+00:00,Phiapsi,,[],[],959103989721473027,[]
"If this gets implemented, I think people should have the option to toggle off card previews. Some people have cards with lots of links, and not having the option the disable the feature could be bothersome.",2022-03-31 14:10:19.112000+00:00,prixsen,<MessageReference message_id=958948087970291742 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],959092282043297813,[]
"Feature request:  Make a card Read-Only (Use case:  When using it as a concept/main topic, this option prevents from accidental edition.",2022-03-31 07:58:16.193000+00:00,တရားလေ့လာသူ,,[],[],958998652934832150,[]
,2022-03-31 04:37:23.951000+00:00,တရားလေ့လာသူ,,[],[],958948102168006697,[<Attachment id=958948101484314664 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/958948101484314664/unknown.png'>]
Feature Request: Preview  | hovering a link opens a small pop-up to display a portion of the card (example: https://notes.andymatuschak.org/About_these_notes?stackedNotes=z4SDCZQeRo4xFEQ8H4qrSqd68ucpgE6LU155C&stackedNotes=z5ARNXtS5VxteskEW91S1yYTgAcLABNXsZuJE),2022-03-31 04:37:20.566000+00:00,တရားလေ့လာသူ,,[<discord.embeds.Embed object at 0x15fbe7040>],[],958948087970291742,[]
"That article is worth reading, too.",2022-03-31 03:26:22.399000+00:00,တရားလေ့လာသူ,,[],[],958930227923415060,[]
,2022-03-31 03:02:14.990000+00:00,တရားလေ့လာသူ,,[],[],958924157050040330,[<Attachment id=958924155938541639 filename='unknown.png' url='https://cdn.discordapp.com/attachments/856016076311101470/958924155938541639/unknown.png'>]
Pretty cool for stackable tabs,2022-03-31 03:02:13.327000+00:00,တရားလေ့လာသူ,<MessageReference message_id=958903836393738311 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=621537741519192066 name='root' discriminator='6666' bot=False>],958924150074904627,[]
,2022-03-31 02:57:41.451000+00:00,Translator,,[<discord.embeds.Embed object at 0x15fbe7160>],[],958923009744318514,[]
,2022-03-31 02:57:24.214000+00:00,Translator,,[<discord.embeds.Embed object at 0x15fbe71f0>],[],958922937447092314,[]
目前還不行，這可能有點難做，我們內部會討論一下。感謝建議～,2022-03-31 02:50:06.430000+00:00,Alan Chan,<MessageReference message_id=958920471229923408 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=948381122327371856 name='元月' discriminator='2574' bot=False>],958921101247918090,[]
<@!779015270311395370> 你好，提一个小小的需求，标题和有序列表是否能和无需列表一样折叠？,2022-03-31 02:47:36.222000+00:00,元月,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],958920471229923408,[]
"Example:

https://notes.andymatuschak.org/Evergreen_notes?stackedNotes=z2HUE4ABbQjUNjrNemvkTCsLa1LPDRuwh1tXC&stackedNotes=z68tVM68dEAuH4acs7HY6K76tTVzBdoBGKMZB",2022-03-31 01:41:30.168000+00:00,root,,[<discord.embeds.Embed object at 0x15fbe7280>],[],958903836393738311,[]
"When opening a card in a tab, I hope it could show the list of other cards that have links to this note at the bottom, like Evergreen notes.",2022-03-31 01:41:21.359000+00:00,root,,[],[],958903799446122516,[]
Above feature will also assist me in drawing connections between two cards which are very far to each other,2022-03-31 00:58:19.959000+00:00,တရားလေ့လာသူ,,[],[],958892972269797416,[]
"Thanks for clarifying. I'm looking forward to  generate a whiteboard from card  without using whiteboard.  For example, in timeline, create cards called  sub topic 1, sub topic 2, sub topic 3. Then I create card called ""Main topic"" with links to sub topic 1, sub topic 2, sub topic 3. Then I add these 4 created cards to a whiteboard.  Then the whiteboard automatically draws connections  from Main topic to its sub topic 1,2,3.   By having this feature, it will save me  time in creating connections and making UI nicely laid layout.    In order words, this can be called programmatic creation of whiteboard with pre-made/pre-drawn connections using instructions embedded within a card.",2022-03-30 21:33:36.681000+00:00,တရားလေ့လာသူ,<MessageReference message_id=958745429858730035 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=351812796641443851 name='prixsen' discriminator='8748' bot=False>],958841452467744788,[]
Are you asking for a graph view of sorts? I think that's already under review.,2022-03-30 15:12:03.107000+00:00,prixsen,<MessageReference message_id=958648573082349568 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],958745429858730035,[]
Feature request: automatic whiteboard generation with pre-drawn connections (single / bi direction) Ref: https://discord.com/channels/812292969183969301/868431744699867146/958578151343157249,2022-03-30 08:47:10.652000+00:00,တရားလေ့လာသူ,,[],[],958648573082349568,[]
Thank you very much 🙏,2022-03-30 00:11:22.366000+00:00,တရားလေ့လာသူ,,[],[],958518766562586664,[]
Easy to forget manual syncing when I dissolved into a topic,2022-03-30 00:10:27.534000+00:00,တရားလေ့လာသူ,,[],[],958518536580517908,[]
"I see. Will you be able to introduce auto syncing in future.  To me, the use of Heptabase is mainly for research so the app can’t be closed and opened day in and out at work with one machine and at home with another machine.",2022-03-30 00:09:40.226000+00:00,တရားလေ့လာသူ,<MessageReference message_id=958510774249197578 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],958518338156367892,[]
We sync when you open or close the app. You can also use Cmd/Ctrl + S to sync manually,2022-03-29 23:39:36.850000+00:00,Alan Chan,<MessageReference message_id=958509995526328360 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],958510774249197578,[]
i am aware closing the app triggers syncing,2022-03-29 23:36:58.195000+00:00,တရားလေ့လာသူ,,[],[],958510108801900555,[]
Good day <@!779015270311395370>  Is cloud syncing  automatic or manual?  I found my notes were not synced between two machines yesterday,2022-03-29 23:36:31.188000+00:00,တရားလေ့လာသူ,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],958509995526328360,[]
"Thanks for the feedback! Markdown renderer usually ignore the spaces, we'll look into it and see how we can improve it 🙂",2022-03-29 21:43:52.714000+00:00,Alan Chan,<MessageReference message_id=958474865076240394 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=351812796641443851 name='prixsen' discriminator='8748' bot=False>],958481648431824937,[]
"Not sure that I see the necessity for any ""/space"" command. The enter key works fine just as it does now. If you ever leave spaces between text blocks, you'll notice that Heptabase deletes them if you exit the card & return.",2022-03-29 21:42:23.830000+00:00,prixsen,<MessageReference message_id=958478668592721971 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=710847265581039616 name='Sams_Here' discriminator='7066' bot=False>],958481275625291786,[]
"Example: (if I understand you correctly) type or select ""/space"" = an empty block. And then you can keep typing and that block will have a formatting that you can see for later? And then you can select that 'blank block"" later, to input text, etc.?  ""Placeholder"" that you used is a good word to describe this process.",2022-03-29 21:32:02.265000+00:00,Sams_Here,<MessageReference message_id=958474865076240394 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=351812796641443851 name='prixsen' discriminator='8748' bot=False>],958478668592721971,[]
"Feature Request:

It would be nice if Heptabase would preserve the spacing in any given card.

Background:

While working in a whiteboard, oftentimes I’ll find myself adding spaces (empty blocks) between text blocks to indicate to myself that I either want to input content there later or to just help me think. Most of the time, though, it just serves a a reminder that I’m going to write something in that area. I certainly could add some placeholder text to be deleted later, but that’s just inconvenient for me. The same applies for when I’m working full screen on a note, writing prose. When I return to a note, it’s mildly bothersome (to say the least) to find that any spaces I had left between blocks, at the beginning or end of the document, have now disappeared.",2022-03-29 21:16:55.436000+00:00,prixsen,,[],[],958474865076240394,[]
"Feature request:

Heptabase opens to where the user last left off in their work, after the app was closed. Whether you were looking at a card in full screen or working in a whiteboard, that's exactly what you'll see when you return.

This is a nice quality of life feature to have that other users might be accustomed to, if they use other apps.",2022-03-29 17:53:23.827000+00:00,prixsen,,[],[],958423645875753010,[]
Will hepta support two factor authentication？,2022-03-29 17:06:57.608000+00:00,haolee,,[],[],958411959626240020,[]
thank you!,2022-03-29 15:09:05.570000+00:00,Senthan89,<MessageReference message_id=958364591543439401 channel_id=856016076311101470 guild_id=812292969183969301>,[],[],958382297348980776,[]
"When re-opening a working page, it would be good if the cursor jumped to the last know location for that file.
 As it is now if I open a working doc, scroll down some, leave that doc to go somewhere else, then come back the cursor starts back at the top of the document.",2022-03-29 14:50:10.374000+00:00,Cliff_Badger,,[],[],958377535991844924,[]
This feature already exists. Just tab on a block under a bullet block.,2022-03-29 13:58:44.177000+00:00,prixsen,<MessageReference message_id=958254145347928064 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=957617414051364905 name='Senthan89' discriminator='9927' bot=False>],958364591543439401,[]
Feature request:  In whiteboard arrow features  Right-click on Arrow -> 1) Bi Direction 2) Change color,2022-03-29 11:27:35.539000+00:00,တရားလေ့လာသူ,,[],[],958326554918785024,[]
Feature request:  An option to get emoj icon for card in whiteboard for improved noticibility.   Similar to page icon in Notion,2022-03-29 11:25:30.733000+00:00,တရားလေ့လာသူ,,[],[],958326031444475904,[]
Feature request: duplicate option to clone a whiteboard,2022-03-29 11:04:02.269000+00:00,တရားလေ့လာသူ,,[],[],958320627234775061,[]
"This a request for toggle feature - like a drop down, please consider as it would be really helpful. One use of the toggle feature could be posing a question with the answer hidden by the toggle feature which can help with active recall. At present only bullets, numbering, heading etc are there …",2022-03-29 06:39:51.752000+00:00,Senthan89,,[],[],958254145347928064,[<Attachment id=958254143586324511 filename='IMG_1507.jpg' url='https://cdn.discordapp.com/attachments/856016076311101470/958254143586324511/IMG_1507.jpg'>]
瞭解，這個之後會開發，感謝建議！,2022-03-29 01:24:21.180000+00:00,Alan Chan,<MessageReference message_id=958173228021456896 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=703148379491795026 name='Praise Chu' discriminator='3471' bot=False>],958174744774053889,[]
在whiteboard 搜尋，目前只能搜尋標題有點不方便，希望可以搜到內容～,2022-03-29 01:18:19.558000+00:00,Praise Chu,,[],[],958173228021456896,[]
"Is there any kind of hacking/plugin mechanism yet? I would like to try out a few little experiments, here is my use-case.

The feature in Hepta: ""After a board is updated (cards added or moved), I want to receive an event with the board info and card meta-data (tags & positions) and a way to update the card positions.""

Then some experiments I would like to try out:
- **Snap to grid ** - auto-arrange cards by fitting them on a common grid (round to next multiple for x/y coorditanes and width/height)
- **Lists** - Cards are auto-arranged in a list under each other, potentially a 'container' card acts as the boundary for the list, you can drag other cards inside this boundary and they will be added to the list.
    - **Accordion** - Special mode of the list where the cards are collapsed and you can open one at a time (for this the event handler would need to know the 'previous state' as well, so that I can determine which card was opened and close all others)
    - **Queue** - A special list where the first and last element are expanded and the other ones are collapsed (could be nice for organizing/prioritizing your work/todo list)",2022-03-28 17:40:55.384000+00:00,dennkster,,[],[],958058118812696686,[]
"feature request: show created and modified time in info of card so one can gain context about the card's metadata, please",2022-03-28 14:37:11.800000+00:00,aslezak,,[],[],958011882550218832,[]
这个是不是跟着系统的主题来的？,2022-03-28 05:48:30.783000+00:00,元月,<MessageReference message_id=957869811747156018 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957878834961715242,[]
<@!761572882219532289> 這個改得了嗎,2022-03-28 05:12:39.481000+00:00,Alan Chan,<MessageReference message_id=957869757707714581 channel_id=856016076311101470 guild_id=812292969183969301>,[],"[<User id=761572882219532289 name='Yeefun' discriminator='5129' bot=False>, <User id=942599411232571412 name='kulapati' discriminator='0198' bot=False>]",957869811747156018,[]
windows版的窗体外框也可以变成暗黑模式，而不是现在的白色，谢谢！,2022-03-28 05:12:26.597000+00:00,kulapati,,[],[],957869757707714581,[]
暸解，這個之後的確有打算做,2022-03-28 05:11:55.501000+00:00,Alan Chan,<MessageReference message_id=957869404224380928 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=942599411232571412 name='kulapati' discriminator='0198' bot=False>],957869627281657906,[]
"在左边tab栏可见的前提下，希望在卡片区可以鼠标左键点选拖拽多个卡片到左边tab栏里自动生成新的白板或者加入到已有白板。操作更直观方便。 现有的左键单击编辑卡片可以变成双击编辑。（这样的操作可能更符合windows玩家的习惯？）
现有的点右键加入再选择那样的功能在左边栏隐藏的情况下仍可以继续使用。 谢谢！",2022-03-28 05:11:02.320000+00:00,kulapati,,[],[],957869404224380928,[]
Thanks for the suggestion. We'll consider it :)),2022-03-28 02:16:41.357000+00:00,Alan Chan,<MessageReference message_id=957823486120833114 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],957825527765401614,[]
will you track feature requests like https://feedback.remnote.com/  https://canny.io/ https://craft.io/  so that somebody don't need to request twice/thrice about a feature that others have raised.,2022-03-28 02:08:34.591000+00:00,တရားလေ့လာသူ,<MessageReference message_id=957817680193269780 channel_id=856016076311101470 guild_id=812292969183969301>,"[<discord.embeds.Embed object at 0x15fbb8040>, <discord.embeds.Embed object at 0x15fbb80d0>, <discord.embeds.Embed object at 0x15fbb8160>]",[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957823486120833114,[]
Thanks for the feedback! We'll definitely implement them.,2022-03-28 01:45:30.350000+00:00,Alan Chan,<MessageReference message_id=957817503994761277 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],957817680193269780,[]
<@!779015270311395370> Another feature I like to request is automatic import functions from RemNote / other similar popular apps which have released the API. This will make us ease in transition.,2022-03-28 01:44:48.341000+00:00,တရားလေ့လာသူ,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957817503994761277,[]
adding a screenshot for remnote flashcard / SRS implementation,2022-03-28 01:27:40.863000+00:00,aslezak,<MessageReference message_id=957801194720477204 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],957813194439659540,[<Attachment id=957813193445629983 filename='CleanShot_2022-03-27_at_21.26.272x.png' url='https://cdn.discordapp.com/attachments/856016076311101470/957813193445629983/CleanShot_2022-03-27_at_21.26.272x.png'>]
"Good question, Alan.    I'm thinking this scenario.  I like to practice space repetition by whiteboard, card and date-range.   Date-range is great to remember the last week/month's collected information or a particular period.",2022-03-28 01:14:42.384000+00:00,တရားလေ့လာသူ,<MessageReference message_id=957801445170757673 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957809929262084146,[]
"Unsure of the ""ideal"" way and here are some implementations to consider: 
- logseq (aka ""/cloze"")- https://docs.logseq.com/#/page/cards - have yet to experiment and seems promising
- roam research - https://www.cortexfutura.com/preliminary-spaced-repetition-roam/ - personally found this confusing",2022-03-28 00:51:55.755000+00:00,aslezak,<MessageReference message_id=957801445170757673 channel_id=856016076311101470 guild_id=812292969183969301>,"[<discord.embeds.Embed object at 0x15fbb81f0>, <discord.embeds.Embed object at 0x15fbb8280>]",[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957804197204619345,[]
What do you think is the ideal way of implementing space repetition in Heptabase?,2022-03-28 00:40:59.619000+00:00,Alan Chan,<MessageReference message_id=957801194720477204 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=861239313664704513 name='တရားလေ့လာသူ' discriminator='7465' bot=False>],957801445170757673,[]
Thank you,2022-03-28 00:40:03.306000+00:00,တရားလေ့လာသူ,,[],[],957801208976916530,[]
<@!779015270311395370> Would you be considering space repetition memorization like RemNote?  We also need to remember certain key points in our head else we end up storing huge amount of information over years.,2022-03-28 00:39:59.907000+00:00,တရားလေ့လာသူ,,[],[<User id=779015270311395370 name='Alan Chan' discriminator='3179' bot=False>],957801194720477204,[]
Shipped in v0.113.0 :)),2022-03-27 03:33:53.501000+00:00,Alan Chan,<MessageReference message_id=955762745020649473 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=854073883112243271 name='dennkster' discriminator='9483' bot=False>],957482568519929867,[]
I second the task management feature clover app has something pretty neat for managing tasks created in different contexts/notes,2022-03-26 03:33:44.277000+00:00,spcpengcheng,,[],[],957120141966078003,[]
"Hey cyb3rm4x, thanks for adding on to my feature request. I used a workaround to manage the todo list so it is somewhat trackeable across whiteboards and cards. What i did was to reference a single card each time there's a todo list within a card. E.g. ""@todo-tracker""and within the todo-tracker card, i copy and paste the to-do list and append the backlink to where it originated from. Each time i cross a list, i'll click on the backlink and strike it out from that page as well. Its tedious, but at least i have some control of the list. Else, the list will just be another to-do list that gets buried in piles of notes.",2022-03-24 19:55:48.181000+00:00,kingEzad,<MessageReference message_id=955165287160905758 channel_id=856016076311101470 guild_id=812292969183969301>,[],[<User id=531174496112214026 name='cyb3rm4x' discriminator='9209' bot=False>],956642511001120868,[]
"FR: Currently, only the top, _active card_ (text box) in the Timeline View can be **pinned**. Can we add the ability to pin **any card** in the Timeline?  I might like to choose a different card to focus on when I open the Timeline - either an inspirational quote, a picture, or even an upcoming event or reminder.",2022-03-23 18:06:42.651000+00:00,Sams_Here,,[],[],956252669192839198,[]
什么时候可以支援 alias？,2022-03-23 02:20:18.733000+00:00,root,,[],[],956014500178456596,[]
Please map `CTRL+S` to the Sync now function until you have automatic syncing.,2022-03-22 09:39:55.626000+00:00,dennkster,,[],[],955762745020649473,[]
"I'm going to bump the feature request from <@!943458951226359858> on adding backlink to creation date in the Timeline app when users open a ""Card Info"" of a card. Not only Timeline is the only missing backlink in the Card Info (Tags, Cards, Maps are already backlinked), but also this is the needed recall cues. I sometimes can only remember I created a card around the same time with some cards, but could not recall exact words (to do full-text search) or maps / whiteboards / tags. https://discord.com/channels/812292969183969301/839550981695340544/954183588725805096",2022-03-22 01:55:16.772000+00:00,cyb3rm4x,,[],[<User id=943458951226359858 name='Quick' discriminator='2922' bot=False>],955645812631830528,[]
