content,created_at,author,reference
Yo - been a bit out of it today. But filling in in on some details - there are several factors to consider relating to Protocol Labs. The people they currently fund/the things they're currently involved in is explicitly Web3 technologies + ways of improving the 'network' or decentralization of the web x academia. If you go on their site - they have a huge amount of mainly academic Web3 research papers cited and we would be applying as researchers (we need a formal PI -> likely Watson and we would be student researchers). That being said there is a bunch of product stuff and the main project that Protocol is currently focusing on is called Discourse Graphs and it's a product that is integrated with Roam Research to improve researcher work flows + create a way of linking evidence to claims.,2022-08-17 01:38:47.191000+00:00,EllieDeSota,
Making notes in the Bibliographies! page,2022-08-17 01:35:05.760000+00:00,finn,
<@694931462763446363> looking through bibliography stuff in user interview notes,2022-08-17 01:34:57.416000+00:00,finn,
"I will say that the next design phase really excites me too; both because we can involve researchers directly to figure out what workflow to build / how to build to make it an irreplaceable tool in workflow, but also integrating some of my tweetscape work into this again: the question of how to grow/prune knowledge graphs is essentially what I'm working on. And the secret seems to be use ""layers"" of graphs based on a semantic space",2022-08-17 01:27:07.181000+00:00,andrepology,
"ah, okay, that's fine then!",2022-08-17 01:26:28.288000+00:00,finn,
I'm heading out rn,2022-08-17 01:25:28.178000+00:00,andrepology,
need some second opinions on the stuff i'm working on,2022-08-17 01:25:06.515000+00:00,finn,
"GG <@752493639174717492>, you just advanced to level 7!",2022-08-17 01:24:51.031000+00:00,MEE6,
are you free to talk about bibliography stuff rn <@956585029524402226> ?,2022-08-17 01:24:50.530000+00:00,finn,
Me too. I think horizontal scroll is what we might need. Something like researchrabbit.,2022-08-17 01:23:16.251000+00:00,andrepology,<MessageReference message_id=1009270945078325418 channel_id=1002291205025050724 guild_id=977651180308160512>
"GG <@956585029524402226>, you just advanced to level 3!",2022-08-17 01:22:43.220000+00:00,MEE6,
"And also stress that we have advocates/target users we want to directly involve in the design phase for : we've ""earned our stripes"" with this demo",2022-08-17 01:22:42.847000+00:00,andrepology,<MessageReference message_id=1009270768359702528 channel_id=1002291205025050724 guild_id=977651180308160512>
"I'd be so up for building these too, citation mining is very exciting to me",2022-08-17 01:22:24.654000+00:00,finn,
"We've already built semantic recommendation, we could work on citation mining next and then potentially synthesise",2022-08-17 01:21:42.521000+00:00,finn,
"- User flows for academic search
    - Citation mining: looking through citation and reference lists recursively**: Semantic Scholar reference and citation API**
    - Recommendation: “More Like This” and “Less Like This”: **SPECTER + clustering**
    - Keyword search: **Semantic scholar search API**
    - Journal, author, metadata search: **Custom journal/author clustering algorithm**",2022-08-17 01:21:18.289000+00:00,finn,
Also thinking a long term product direction could be: create a single interface that allows you to search academia with any user flow,2022-08-17 01:21:07.501000+00:00,finn,
unrelated,2022-08-17 00:57:43.454000+00:00,finn,
"Ya, agree. We should talk about this on a call when we're writing the doc",2022-08-17 00:57:12.962000+00:00,finn,
"I see it as that as well. It's runway to create something sustainable. 

The earlier points were about how to demonstrate ""what we've done"" well",2022-08-17 00:56:45.999000+00:00,andrepology,<MessageReference message_id=1009258375462256690 channel_id=1002291205025050724 guild_id=977651180308160512>
"but that's very different to the type of work that we're doing now, so think it's worth discussing the differences explicitly",2022-08-17 00:33:26.235000+00:00,finn,
"i'd also be fine just ending up as algorithm-driven researchers for a couple of years, piggy-backing off academic grants to pursue interesting data science challenges",2022-08-17 00:33:04.205000+00:00,finn,
"to me, it provides runway for building something more sustainable, and so we have to approach it from the perspective of product thinking, because we want to end up with something that we can leverage/sell",2022-08-17 00:32:27.824000+00:00,finn,
i also think there's the broader point of what we're pursuing this grant for,2022-08-17 00:31:42.881000+00:00,finn,
"but that doesn't mean we're semantic space researchers. We building a product, and researching the semantic space to support that product",2022-08-17 00:28:27.514000+00:00,finn,
Obvs they care about the research and data science side of it a lot more than an investor would,2022-08-17 00:27:51.915000+00:00,finn,
"They're asking questions about our algorithm .You build an algorithm to achieve something, otherwise you can't judge how effectively it does that. What are we trying to achieve?",2022-08-17 00:27:30.327000+00:00,finn,
Also it's called the network research research grant,2022-08-17 00:26:45.919000+00:00,andrepology,
"2. How does your project complement/improve other similar initiatives in the spectrum of DeSci? Can you give me examples of projects/teams?
^ this one too",2022-08-17 00:26:35.476000+00:00,finn,
For sure. But I think those are ancillary to the previous questions,2022-08-17 00:26:27.591000+00:00,andrepology,
"1. What's the current stage of the project, and what are your high hopes for it?
2. What are the next steps and how do you see Protocol Labs' support to accomplish your goals?
^ these are product questions more than they are research questions",2022-08-17 00:26:02.059000+00:00,finn,
But - this is a research grant? I don't think they care about the immediate product value. I think we can talk about the direction we want to take it but there's still work to be done with the fundamental technology that's very much research than implementation,2022-08-17 00:24:38.666000+00:00,andrepology,
"it doesn't actually matter how many papers we host or how well we explore the semantic space, if people don't want to use it, we're wasting money, effort and time",2022-08-17 00:10:08.848000+00:00,finn,
"i think we need to use these prompts to rethink abstract poetry at a product level, not just an interface or data level",2022-08-17 00:09:38.349000+00:00,finn,
"Ie I'm thinking about how to present concrete evidence around what we're doing, especially with studying the semantic space",2022-08-16 23:59:09.851000+00:00,andrepology,
"So, I'm thinking about how to demonstrate APs fundamental potential (ie sampling semantic spaces for knowledge discovery) at a user-level and data-level in response to ""how to extract meaningful semantics from thousands of papers with different types of discourse and domain terms"".

At the user-level, it would be really neat to quote experiences people had with it - Wilkins seeing the genes that were responsible for imprinting without the ""imprinting"" keyword anywhere, me with the Twitter recommendation algorithm lit review aha moment, and more that we can dig out. Ie Meaning > metadata for the problem of many discourse terms)


On the data perspective, it'd be interesting to empirically test how much of the citation graph is captured (or not) for a given paper. Ie if we can show that nearest neighbors for a representative paper is not **only** filled by papers sharing a citation link, then we're allowing for paper discovery with less bias than citation based recommendation",2022-08-16 23:58:37.157000+00:00,andrepology,<MessageReference message_id=1009223543571087420 channel_id=1002291205025050724 guild_id=977651180308160512>
These Protocol Labs questions provide such a good impetus for thinking about the future of AP,2022-08-16 23:43:03.898000+00:00,finn,
Ah lit. have funn!,2022-08-16 23:16:41.485000+00:00,EllieDeSota,
For the hell of it,2022-08-16 23:16:19.787000+00:00,finn,
Wait shit - for the hell of it or are we implementing smart contracts somewhere?,2022-08-16 23:14:58.146000+00:00,EllieDeSota,
Web3 stuff,2022-08-16 23:12:54.948000+00:00,finn,
Solidity?,2022-08-16 23:12:44.503000+00:00,EllieDeSota,
going to learn some solidity quickly,2022-08-16 23:12:14.923000+00:00,finn,
vertical version is pushing to production,2022-08-16 23:08:34.119000+00:00,finn,
yah fair enough,2022-08-16 23:02:35.273000+00:00,EllieDeSota,<MessageReference message_id=1009230974996971600 channel_id=1002291205025050724 guild_id=977651180308160512>
"Okay, will do now",2022-08-16 22:48:25.389000+00:00,finn,
We should switch the UI back to what it was before we present. I worked on some revisions but not sure if it will be done in time,2022-08-16 22:44:11.812000+00:00,andrepology,
i think we need to show up,2022-08-16 22:43:35.044000+00:00,finn,
Will we need to actually distribute the pres or should we just do what we've been doing?,2022-08-16 22:42:35.215000+00:00,EllieDeSota,
Ohhhh big rip,2022-08-16 22:41:53.024000+00:00,EllieDeSota,
1.30am for me 😿,2022-08-16 22:41:24.154000+00:00,finn,
"Damn, nice. Glad you caught that",2022-08-16 22:41:08.471000+00:00,EllieDeSota,
https://docs.google.com/document/d/1EMdaTBxUK2tKPwbLyZ3hOfITBleAXO6PzazYFuQ43AI/edit,2022-08-16 22:37:23.577000+00:00,finn,
"Also, we have a presentation at 4.30pm BST on the 17th of August, which is tomorrow for you guys i think",2022-08-16 22:37:18.903000+00:00,finn,
Agree agree,2022-08-16 22:15:39.427000+00:00,EllieDeSota,<MessageReference message_id=1009223660520874076 channel_id=1002291205025050724 guild_id=977651180308160512>
Oop - I started responding to non-tech qs here. https://www.notion.so/curl-projects/Protocol-Labs-Email-Proposal-e61499e91fc644cd9545bb8d15bec4a2,2022-08-16 22:15:27.585000+00:00,EllieDeSota,
they're actually good questions,2022-08-16 22:14:38.069000+00:00,finn,
let's make the responses really good and impress them',2022-08-16 22:14:31.137000+00:00,finn,
"(when you're free of course, i'm just working all day, so whenever's fine!)",2022-08-16 22:14:20.499000+00:00,finn,
<@956585029524402226> let's work together on the responses to Protocol Labs?,2022-08-16 22:14:03.254000+00:00,finn,
"should i reply there, or here?",2022-08-16 22:11:54.581000+00:00,finn,
"<@694931462763446363> you made a place in Notion to reply to technical questions, yeah?",2022-08-16 22:11:31.777000+00:00,finn,
Okayy!,2022-08-16 22:01:16.160000+00:00,EllieDeSota,<MessageReference message_id=1009210133454278786 channel_id=1002291205025050724 guild_id=977651180308160512>
Alright I will work on this after I'm home tonight and also respond to everything from yesterday. Worked on styling changes as I saw fit today.,2022-08-16 21:20:46.033000+00:00,andrepology,
Note - just got an email back from Silvia about Protocol Labs. If either of you <@956585029524402226> <@752493639174717492> could respond to some of the technical questions either here or respond to my email. And I can whip up some materials on the business end than we can see what that direction might hold.,2022-08-16 21:19:22.126000+00:00,EllieDeSota,
I'll write up some copy for the team likely tomorrow,2022-08-16 18:29:19.210000+00:00,EllieDeSota,
The copy is written for AP in the notion here - https://www.notion.so/curl-projects/Landing-Page-c8e3f90e08894759851178b010a77adc.,2022-08-16 18:28:57.132000+00:00,EllieDeSota,
I think if you write the copy in notion I can bring it over. That way I can control the design,2022-08-16 18:23:45.599000+00:00,andrepology,<MessageReference message_id=1009163819781738557 channel_id=1002291205025050724 guild_id=977651180308160512>
it's like 20$ a year,2022-08-16 18:22:59.118000+00:00,andrepology,
Aight - how much was that for hosting? (to add to the spreadsheet). And is the AP landing page complete enough to link to the curlprojects one? Or alternatively - can you send over sign in materials and I can drop a couple things in there?,2022-08-16 18:16:43.993000+00:00,EllieDeSota,<MessageReference message_id=1009159704078979082 channel_id=1002291205025050724 guild_id=977651180308160512>
For the app,2022-08-16 18:00:53.513000+00:00,andrepology,
I'm working on CSS tweaks,2022-08-16 18:00:48.544000+00:00,andrepology,
"actually, if you want to write up the copy for it today that would be great",2022-08-16 18:00:37.791000+00:00,andrepology,
curlprojects.com,2022-08-16 18:00:22.733000+00:00,andrepology,
It's published. Haven't added content to it,2022-08-16 18:00:16.549000+00:00,andrepology,<MessageReference message_id=1009146749123825684 channel_id=1002291205025050724 guild_id=977651180308160512>
Yo <@956585029524402226> You mentioned you finished a team landing page sometime last week. Is that published somewhere so I can associate it with emails etc?,2022-08-16 17:08:54.031000+00:00,EllieDeSota,
Yay - happy eating! And yes - sync later. Probably your tomorrow morning. <@956585029524402226> Let us know if you can meet?,2022-08-16 04:17:29.184000+00:00,EllieDeSota,
"i'm going to head and get some groceries, ttyl!",2022-08-16 04:16:42.571000+00:00,finn,
Agree on all of this.,2022-08-16 04:16:27.592000+00:00,EllieDeSota,
Yah - this is good. I think I exist on the 'ill figure it out'. I've been increasingly glad you're pulling in this direction.,2022-08-16 04:15:27.872000+00:00,EllieDeSota,<MessageReference message_id=1008951460249206794 channel_id=1002291205025050724 guild_id=977651180308160512>
for me that means working as hard as I possibly can up until that point so i have more than vague hopes,2022-08-16 04:15:14.907000+00:00,finn,
"So if we don't have a pathway for sustainability by then, i'll be forced to make a decision between a concrete plan for my future and a vague hope that we find something interesting to work on that's also profitable. That's not a decision i want to make, and I want to do everything in my power to make sure i don't have to",2022-08-16 04:14:43.033000+00:00,finn,
Ahh - yah tru. This is something I hadn't considered,2022-08-16 04:14:25.067000+00:00,EllieDeSota,<MessageReference message_id=1008951460249206794 channel_id=1002291205025050724 guild_id=977651180308160512>
another consideration: most of the internships that I'm applying for force you to make a decision in like October/November/December at the latest,2022-08-16 04:13:23.450000+00:00,finn,
"survival kind of is my core value right now though, because i know how easily things fall apart and i am sick of being a financial burden on my family",2022-08-16 04:12:53.535000+00:00,finn,
shared values doc sounds good to me,2022-08-16 04:11:50.144000+00:00,finn,<MessageReference message_id=1008950802225827911 channel_id=1002291205025050724 guild_id=977651180308160512>
"yeah, that was the reaction that i'm worried about, and I think it's been pretty consistent across most of our interviews and interactions",2022-08-16 04:10:44.894000+00:00,finn,<MessageReference message_id=1008950272577515620 channel_id=1002291205025050724 guild_id=977651180308160512>
Will review this. I think the thing I'm talking about isn't just individual values but more of getting to a shared value set on which we can make decisions. One point of failure for me in anything I work on is that I get pulled into doing something for 'survival' and that isn't aligned with core values and I want us all to be able to be checking ourselves in this area. Personal Opinion - is that we'll last a lot longer this way (or at least I'll last a lot longer working on any project we focus on this way?),2022-08-16 04:10:16.650000+00:00,EllieDeSota,<MessageReference message_id=1008950140201086996 channel_id=1002291205025050724 guild_id=977651180308160512>
"GG <@694931462763446363>, you just advanced to level 5!",2022-08-16 04:08:10.823000+00:00,MEE6,
"Nope I agree. I got lots of 'This was funnn :))' but not lots of OH SHIT - I would like to use this. I think we made something cool to people and they got 'nerdy' about the semantic relationships, but it wasn't something that they were excited about changing their workflow to incorporate",2022-08-16 04:08:10.372000+00:00,EllieDeSota,<MessageReference message_id=1008949939482669106 channel_id=1002291205025050724 guild_id=977651180308160512>
"i'm happy to work on anything you want to for the team dynamics stuff, but my values haven't really changed from the ones that I wrote down at the beginning of the ""User Driven Development"" doc",2022-08-16 04:07:38.811000+00:00,finn,
"I'm down with this! To this point tho -> I'm going to be 'bullish' that we need to figure out and sync on what 'this dynamic' is. Would like to prioritize at least getting out an initial values goals doc and I'm free to spend lots of time on Wed + Thur on it if both of you guys can. If not we can push off till when we're all in BA, but yahh",2022-08-16 04:06:52.105000+00:00,EllieDeSota,<MessageReference message_id=1008949267781648455 channel_id=1002291205025050724 guild_id=977651180308160512>
"not sure if you've been getting different impressions <@694931462763446363> , but seemed like it was similar in your user interviews",2022-08-16 04:06:50.956000+00:00,finn,
"Having said that, it's not like Abstract Poetry is completely certain to be unsuccessful, but i know that the problem hasn't really been resonating either for me or for people i've been talking to about it",2022-08-16 04:06:29.679000+00:00,finn,
"The main difference is that ""What can I fix/tweak right now?"" is a coding question, while ""What are the fundamental changes we should make?"" is not",2022-08-16 04:05:47.751000+00:00,finn,
Fair. Interesting to see how that switch works on your end. I think I've always been a little bit in this mode? Or at least in the meaning making mode so making a different meaning doesn't seem like work that is that different.,2022-08-16 04:04:15.960000+00:00,EllieDeSota,
"As long as we're thinking along the lines of making this dynamic sustainable, i'm happy",2022-08-16 04:04:10.810000+00:00,finn,
"Ya, it was just difficult to make the switch from ""what can i fix/tweak right now"" (which is viscerally satisfying work) to ""what's the fundamental changes that we need to the core idea"" (which is less so). I'm going to focus on that type of thinking now.",2022-08-16 04:02:41.897000+00:00,finn,
"I'm down with this. I also think tho that while I initially I agreed that the change should be made, (and I should have focused more on bringing <@956585029524402226> in at that point - sorry about that) that we all seem to agree that there needs to be a more fundamental change than marginal changes to the current UI.",2022-08-16 04:01:11.603000+00:00,EllieDeSota,<MessageReference message_id=1008947884823167006 channel_id=1002291205025050724 guild_id=977651180308160512>
"yeah, i agree with a lot of this, i just want us to start thinking in the mindset of ""how can we turn abstract poetry into something that can feed us""",2022-08-16 03:58:41.087000+00:00,finn,
Also - doesn't seem like <@956585029524402226> is free - so <@752493639174717492> Maybe go get some food. Nourish yourself XD,2022-08-16 03:58:17.900000+00:00,EllieDeSota,
"i feel this - something to note tho is that as you said, you feel like there is a chance that we have 'two more chances' to find what fits in the next year. I don't want to use those chances, but there is also spread out over 8 months (even if we say - 50% of the time or less) at least one more 'summer' in which to improve AP. My general feeling atm is potentially more aligned with what we said in our meeting earlier -> we need to back up a bit and figure stuff out for where this goes and how it works better/fits in a workflow/can be improved. I think the bibliography stuff is a step in the right direction, and I'm perfectly content to spend our first two months even of the school year just researching, talking to people, and finding our target audience through content creation and a solid strategy. While it does feel like a 'stop' of momentum on the development side, potentially spending time with design changes isn't a great use of time bc we need to figure how to transform AP into something that can feed us. (As a note - I'm noticing I see the next year as 8 months to let ourselves expand, not as panic worthy constraint and am generally actively trying to push in the direction of lack of panic bc I think it can lead to lots of funky decisions. BUT I have had relative success with floating on the wind - which is definitely a me thing. So take all with a grain of salt)",2022-08-16 03:57:38.851000+00:00,EllieDeSota,<MessageReference message_id=1008944986638790687 channel_id=1002291205025050724 guild_id=977651180308160512>
"An important caveat to this is: Like i was saying to you <@694931462763446363> , I'm also just getting disillusioned with Abstract Poetry, because if it's just going to be a portfolio piece, then it's done. Any new versions/updates are kind of useless, because we've already demonstrated the core concept. If we don't think AP's going to be successful, I'd rather spend my time working on another project that is, instead of incrementing versions.",2022-08-16 03:51:31.605000+00:00,finn,
Maybe this is just a good idea eep,2022-08-16 03:49:42.022000+00:00,EllieDeSota,<MessageReference message_id=1008945532871376937 channel_id=1002291205025050724 guild_id=977651180308160512>
"<@956585029524402226> ? If not no worries - but there seems to be at least two things we need to work out to keep us all feeling like we're moving forward and settled. a) a concrete idea of what Anais, Kaymin, Malia + <@752493639174717492> feel that led to the design change so we can see if it is something to implement in this version and what other minimal change might fit the purpose (or if it shouldn't be focused on yet). and b) A concrete framing and syncing on our strategy. Finn and I talked a bit about this, but need you <@956585029524402226> to actually settle.",2022-08-16 03:49:31.749000+00:00,EllieDeSota,
"if we're not calling now though, i'm going to go buy groceries, haven't eaten properly in ages",2022-08-16 03:49:20.338000+00:00,finn,
"i'm free, obvs",2022-08-16 03:47:24.293000+00:00,finn,
"Worth acknowledging that a lot of this is driven by anxiety about what I'm going to do after college. I absolutely do not want to work for other people after leaving Minerva, and the way that I deal with stresses like that is attacking them relentlessly until they go away. I think we need to have that type of urgency to be successful, because with the current plan for Abstract Poetry, it seems like we're going to have to code and market a completely new startup in between now and the end of Minerva, which is a crazy amount of work alongside friends and other projects/jobs and capstone",2022-08-16 03:47:10.106000+00:00,finn,
Are all of us free to jump on a call atm?,2022-08-16 03:46:34.935000+00:00,EllieDeSota,
"I know that working on things that aren't perfectly thought-out or well-designed means i waste some of my time or don't do things perfectly, but we're also not in a design phase as a team right now. If I asked us as a team to redesign the interface to address issues with vertical reading/text etc., how long would it take before a got a Figma draft back? Probably more than 7 days, which means i'm in Brazil and nothing changes in the codebase for the next three weeks to a month.",2022-08-16 03:44:27.556000+00:00,finn,
"i want AP to be successful. I hate the idea of spending all of my time and energy working on a glorified tech demo that we put into our portfolio, and i dislike the way that you frame it that way <@956585029524402226>. We're very rapidly running out of time to build something that earns us enough money to work together out of college, and this is one of our last chances.

Because that's my mindset, I'm desperately trying to improve the application as much as possible before going on break. Some of the issues that I have with AP are the design, and normally i'd be fine leaving that to you, but to be honest <@956585029524402226> you don't seem to be really working on Abstract Poetry right now, so rather than waiting hours or days for you to respond, I'm implementing design changes myself because we don't have that time to waste. If the implementation sucks, that's fine! I'll fix it today or tomorrow or whenever. The important thing is that we're not just waiting around or making tiny incremental changes.",2022-08-16 03:41:01.388000+00:00,finn,
"ah, this is so hard to phrase",2022-08-16 03:34:13.971000+00:00,finn,
here's where i'm at mentally:,2022-08-16 03:32:38.814000+00:00,finn,
"malia, kaymin, anais + lots of frustration on my end wrangling clusters, reading nodes, etc.",2022-08-16 03:32:03.692000+00:00,finn,
To get on the same page - what are the specific user insights you're referring to <@752493639174717492> ?,2022-08-16 03:30:37.243000+00:00,EllieDeSota,
"having said that, there were justification behind the proportions",2022-08-16 03:29:26.397000+00:00,finn,
"It also isn't coherent. I don't know what ""cluttered"" means but the old version is intentional. The new one seems to want to accommodate new features that the current design wasn't really designed for. So it doesn't feel well designed, and doesn't look good either",2022-08-16 03:29:21.108000+00:00,andrepology,
"i'm literally happy to change whatever, i have zero attachment to this new design",2022-08-16 03:28:08.828000+00:00,finn,
The background and proportions make it really imbalanced,2022-08-16 03:27:19.602000+00:00,andrepology,
I don't think it's the right way to address whatever insights you're referring to,2022-08-16 03:26:53.399000+00:00,andrepology,
I dislike the implementation,2022-08-16 03:26:35.311000+00:00,andrepology,
"do you dislike it fundamentally, or do you dislike the implementation",2022-08-16 03:26:17.205000+00:00,finn,
it's based on several user interview insights,2022-08-16 03:25:30.006000+00:00,finn,
i like it more because i found the old one very cluttered,2022-08-16 03:25:19.286000+00:00,finn,
🤷‍♂️ if people hate it i'll just tweak the toggle back to false,2022-08-16 03:25:01.807000+00:00,finn,
*horizontal version,2022-08-16 03:24:38.398000+00:00,andrepology,
"GG <@956585029524402226>, you just advanced to level 2!",2022-08-16 03:24:12.240000+00:00,MEE6,
Not really a fan of the interface change,2022-08-16 03:24:11.792000+00:00,andrepology,
"Also note. Things that felt nice from chatting today with you Finn was to see the things you were thinking of juggling on your end. My actions from that are that I'd like to write up a clear ask of how we figure out some priorities on my end. (Currently - Protocol Labs ends on Aug 30th, EV can be submitted if we get some feedback from Watson + you guys, Need to figure out a synergistic direction that we might want to take the chats with DeSci Labs + there is the maintenance of our own channels + our notion workspace which is getting hugely chaotic). Currently it feels like it would be helpful for each of us do something similar and then we figure a time when we're all free enough to have a solid meeting about aligning our directions? (Maybe there is another way to do this - if you see that lmk!)",2022-08-16 02:03:49.754000+00:00,EllieDeSota,
going to write up a product devlog for AP's new version for the discord and slack,2022-08-16 01:57:41.051000+00:00,finn,
"i'm also going to go on a walk, i'll think about this",2022-08-16 01:57:28.182000+00:00,finn,
"perfect, sounds good",2022-08-16 01:57:16.823000+00:00,finn,
I'm gonna head off on a run me thinks - but will come back and organize the info we already have + redig into our database of user problems (and update from the user interviews that I've just been tracking bugs/product stuff from) and see what comes out.,2022-08-16 01:57:09.237000+00:00,EllieDeSota,
i think the user flow is different though,2022-08-16 01:57:08.901000+00:00,finn,
some of the idea is quite similar to connected papers,2022-08-16 01:56:50.814000+00:00,finn,
"Yeah, agreed",2022-08-16 01:56:01.638000+00:00,finn,
I generally agree. I'd like to chat a bit more with a couple academics surrounding this specifically poking at the current frame for forward backward citation mining. (Maybe related to how we don't become Connected Papers?),2022-08-16 01:55:14.554000+00:00,EllieDeSota,
The other is supporting reference and citation mining,2022-08-16 01:53:15.359000+00:00,finn,
One is improving the experience of interacting with the bibliography,2022-08-16 01:53:03.670000+00:00,finn,
There seems to be two sides to it,2022-08-16 01:52:54.217000+00:00,finn,
I think bibliography stuff is actually quite promising,2022-08-16 01:52:48.146000+00:00,finn,
Thing that randomly came up - DeSci Nodes is actually hiring engineers. https://desci.com/team,2022-08-16 01:51:59.679000+00:00,EllieDeSota,
Oki - will check it out!,2022-08-16 01:31:45.796000+00:00,EllieDeSota,
<@694931462763446363> outlined what i consider to be the main problems with bibliographies and bibliography search in the doc. Let me know what you think!,2022-08-16 01:31:26.761000+00:00,finn,
"Brainstorming bibliography problems, solutions and ideas here: https://www.notion.so/curl-projects/Bibliographies-09221922dbb144eaa8bc2d30b163958b",2022-08-16 01:18:34.863000+00:00,finn,
Ye coming,2022-08-16 01:17:08.226000+00:00,EllieDeSota,
Shit,2022-08-16 01:17:04.801000+00:00,EllieDeSota,
<@694931462763446363> you coming?,2022-08-16 01:04:23.502000+00:00,finn,
We have SoftBank day in 20 mins,2022-08-16 00:38:43.485000+00:00,finn,
https://meet.google.com/xao-cxzm-frx,2022-08-15 21:58:28.513000+00:00,EllieDeSota,
Les do,2022-08-15 21:58:03.777000+00:00,EllieDeSota,<MessageReference message_id=1008856344650076262 channel_id=1002291205025050724 guild_id=977651180308160512>
I have to meet my aunt,2022-08-15 21:58:02.219000+00:00,andrepology,
Fine with me,2022-08-15 21:57:52.828000+00:00,finn,
max 20 mins though,2022-08-15 21:57:48.146000+00:00,andrepology,
I'm ready to talk,2022-08-15 21:57:43.466000+00:00,andrepology,<MessageReference message_id=1008855393855881416 channel_id=1002291205025050724 guild_id=977651180308160512>
Do you have the bibliography DOI from this search? Is 10.5195/jmla.2017.88 the bibliography DOI? Can't find it in our database,2022-08-15 21:54:56.209000+00:00,finn,<MessageReference message_id=1008790150215630949 channel_id=1002291205025050724 guild_id=977651180308160512>
It might be acceptable just to create a massive list of papers,2022-08-15 21:51:37.687000+00:00,finn,
"Hmmm, one big thing i want to discuss is whether to rip out traversal paths",2022-08-15 21:51:09.522000+00:00,finn,
"Oh, this was referring to me, not you, if that's it. All of the bugs I'm fixing are from my shitty code.",2022-08-15 21:49:07.803000+00:00,finn,<MessageReference message_id=1008853328135999520 channel_id=1002291205025050724 guild_id=977651180308160512>
?,2022-08-15 21:48:22.586000+00:00,finn,<MessageReference message_id=1008854159317028896 channel_id=1002291205025050724 guild_id=977651180308160512>
???,2022-08-15 21:46:15.185000+00:00,andrepology,
Incredible the number of bugs in what’s effectively a 3 page application,2022-08-15 21:42:57.016000+00:00,finn,<MessageReference message_id=1008852658477604864 channel_id=1002291205025050724 guild_id=977651180308160512>
I forked up the otter and only recorded myself tho so you'll need to take it from me :/,2022-08-15 21:41:00.929000+00:00,EllieDeSota,
Anyway if we can talk briefly before you meet your aunt Andre would be good,2022-08-15 21:40:59.944000+00:00,finn,
Also - Watson loved hypertext bibliography!,2022-08-15 21:40:35.988000+00:00,EllieDeSota,
Will put in more bugs and notes from Watsons interview this morning 😛,2022-08-15 21:40:17.357000+00:00,EllieDeSota,<MessageReference message_id=1008851928693870692 channel_id=1002291205025050724 guild_id=977651180308160512>
You’re just salty because you’re four (4) levels behind me,2022-08-15 21:39:09.932000+00:00,finn,
Why is a Rick and Morty character in this chat,2022-08-15 21:38:53.650000+00:00,andrepology,
"Oh, now you’re level 1",2022-08-15 21:38:45.510000+00:00,finn,
You’re level 0 loser,2022-08-15 21:38:30.420000+00:00,finn,
What the fuck is this,2022-08-15 21:38:16.034000+00:00,andrepology,<MessageReference message_id=1008851931105591448 channel_id=1002291205025050724 guild_id=977651180308160512>
Also need to meet my aunt in an hour,2022-08-15 21:38:00.336000+00:00,andrepology,
"GG <@752493639174717492>, you just advanced to level 5!",2022-08-15 21:37:23.938000+00:00,MEE6,
"That’s fine too, will fix the metadata bugs in the meantime",2022-08-15 21:37:23.363000+00:00,finn,
I'm on the subway need a bit,2022-08-15 21:36:58.841000+00:00,andrepology,
2 mins,2022-08-15 21:35:23.881000+00:00,finn,
"Yep, let me get a coffee and then I’m free",2022-08-15 21:35:20.393000+00:00,finn,
Shall we meet now then?,2022-08-15 21:35:02.731000+00:00,EllieDeSota,
Associating cluster node with papers is great,2022-08-15 21:26:42.582000+00:00,andrepology,<MessageReference message_id=1008847676382654575 channel_id=1002291205025050724 guild_id=977651180308160512>
Also I realized the phrasing was a little passive aggressive. Didn't intend it to be. I think what you're doing is awesome I just feel disconnected from it,2022-08-15 21:25:00.165000+00:00,andrepology,
"-  bibliography list search- State isn’t changed when you navigate across clusters
- Associate cluster node with paper in list view
- Differentiate bibliography papers from non-bibliography papers
- Jump to most recent recommended paper
- Prompt with bibliography copy 
- Generate full bibliography (less important) — different to copy pinned papers
- List view shows by default
- list view walks entire tree instead of path DONE",2022-08-15 21:20:29.533000+00:00,finn,
Here are some of the features I might work on today:,2022-08-15 21:19:50.636000+00:00,finn,
I think it’s extremely promising,2022-08-15 21:19:38.137000+00:00,finn,
Want to talk about future product directions associated with building better bibliographies in general,2022-08-15 21:19:21.479000+00:00,finn,
Let’s have a meeting to talk about stuff soon?,2022-08-15 21:00:27.562000+00:00,finn,
"I just think that if we’re in that mode, I’m just going to assume I can go in and change stuff unless I know otherwise, because it’s too slow to wait for confirmation",2022-08-15 20:58:37.572000+00:00,finn,
"It’s okay, I really don’t mind driving new development!",2022-08-15 20:57:42.584000+00:00,finn,
"Combo of moving out and new York has given me no time, I'm sorry. Also focusing on gal atm",2022-08-15 20:57:16.836000+00:00,andrepology,<MessageReference message_id=1008840235003695155 channel_id=1002291205025050724 guild_id=977651180308160512>
"GG <@956585029524402226>, you just advanced to level 1!",2022-08-15 20:56:50.712000+00:00,MEE6,
"I know, I just mean that we could have synced on horizontal and made it work. Its def something we need in v2.",2022-08-15 20:56:50.141000+00:00,andrepology,<MessageReference message_id=1008840647735787660 channel_id=1002291205025050724 guild_id=977651180308160512>
"If you change the Boolean horizontal to false in the paperId route, everything goes back to normal",2022-08-15 20:52:33.773000+00:00,finn,
